stt,url,address,name,location,confirmed,rate,votes,rest_type,special_diet,price_max,price_min
2479,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d16714852-Reviews-Bun_Dau_Bun_Cha-Da_Lat_Lam_Dong_Province.html,"71 Phan Đình Phùng, Đà Lạt 670000 Việt Nam",Bún Đậu Bún Chả,Tỉnh Lâm Đồng,N,1.0,1.0,"Kiểu Việt, Thức ăn đường phố",N,,
2480,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d17347757-Reviews-Saigon_s_Book_Hotel_Restaurant-Da_Lat_Lam_Dong_Province.html,"35 Trạng Trình Phường 9, Đà Lạt 670000 Việt Nam",Saigon's Book Hotel & Restaurant,Tỉnh Lâm Đồng,Y,1.0,1.0,"Kiểu Mỹ, Kiểu Bữa tối, Kiểu Trung Á",N,3488372.0,465116.0
2481,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d2658688-Reviews-Thanh_Thuy_Blue_Water_Restaurant-Da_Lat_Lam_Dong_Province.html,"2 Nguyễn Thái Học, Đà Lạt 670000 Việt Nam",Thanh Thuy Blue Water Restaurant,Tỉnh Lâm Đồng,N,3.0,273.0,Kiểu Việt,N,,
2482,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12215263-Reviews-Ga_Len_Mam-Da_Lat_Lam_Dong_Province.html,"2A/1 Nguyen Trai, Đà Lạt Việt Nam",Ga Len Mam,Tỉnh Lâm Đồng,N,1.0,2.0,,N,,
2483,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15603396-Reviews-Quan_An_Cay_Rung-Da_Lat_Lam_Dong_Province.html,"Hồ Tuyền Lâm, Đà Lạt 670000 Việt Nam",Quán Ăn Cây Rừng,Tỉnh Lâm Đồng,N,2.0,9.0,Kiểu Việt,N,,
2484,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d7818521-Reviews-Veronica_2-Da_Lat_Lam_Dong_Province.html,"17 Nguyen Chi Thanh, Đà Lạt Việt Nam",Veronica 2,Tỉnh Lâm Đồng,N,2.0,13.0,"Quầy bar, Kiểu Á, Quán rượu",N,,
2485,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d4036337-Reviews-Sky_Bar-Da_Lat_Lam_Dong_Province.html,"1/1 Bui Thi Xuan Upstairs, Đà Lạt Việt Nam",Sky Bar,Tỉnh Lâm Đồng,N,2.0,16.0,"Quầy bar, Quán rượu, Kiểu Việt",N,,
2486,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d9729912-Reviews-F_Garden_Dalat-Da_Lat_Lam_Dong_Province.html,"Số 5 Nguyễn Thái Học, Phường 1, Đà Lạt Việt Nam",F Garden Dalat,Tỉnh Lâm Đồng,Y,2.5,46.0,"Quầy bar, Quán rượu",N,209000.0,19000.0
2487,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d5062250-Reviews-Quan_Nhi-Da_Lat_Lam_Dong_Province.html,"Nguyen Chi Thanh,, Đà Lạt Việt Nam",Quan Nhi,Tỉnh Lâm Đồng,N,2.0,20.0,Kiểu Việt,N,,
2488,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d21080453-Reviews-Pizza_Anh_Em-Da_Lat_Lam_Dong_Province.html,"2A Nguyễn Trãi, P10, Đà Lạt 66000 Việt Nam",Pizza Anh Em,Tỉnh Lâm Đồng,Y,,,"Pizza, Kiểu Ý, Hải sản, Đồ ăn nhanh, Thức ăn đường phố",N,8000000.0,69000.0
2489,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d22844747-Reviews-Wabi_Sabi_Cafe_Da_L_t-Da_Lat_Lam_Dong_Province.html,"Hẻm 64 Đường An Bình, Phường 3, Đà Lạt 66000 Việt Nam",Wabi Sabi Cafe Đà Lạt,Tỉnh Lâm Đồng,Y,,,Cà phê,N,50000.0,25000.0
2490,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d11909717-Reviews-Roasted_Chicken_Leg_Restaurant-Da_Lat_Lam_Dong_Province.html,"16B Hoàng Văn Thụ, Đà Lạt Việt Nam",Quán Chân Gà Nướng,Tỉnh Lâm Đồng,N,,,Kiểu Việt,N,,
2491,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d6672947-Reviews-Restaurant_Family_Coffee_H_ng_Phuc-Da_Lat_Lam_Dong_Province.html,"9 Khoi Nghia Bac Son - Phuong 10 - Da Lat - Lam Dong, Đà Lạt 60999 Việt Nam",Restaurant Family - Coffee Hồng Phúc,Tỉnh Lâm Đồng,Y,,,"Cà phê, Kiểu Việt, Quầy rượu vang",N,,
2492,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d8274419-Reviews-Mi_xu_Quang_Chili-Da_Lat_Lam_Dong_Province.html,"D3 Khu quy hoạch Bà Triệu Bên hông Tòa nhà Trung tâm Hành chính tỉnh Lâm Đồng, Đà Lạt Việt Nam",Mì Xứ Quảng & Ăn Vặt Chili,Tỉnh Lâm Đồng,Y,,,"Bữa nửa buổi, Đồ uống, Bữa sáng, Bữa trưa",N,,
2493,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14155608-Reviews-Ken_Quan-Da_Lat_Lam_Dong_Province.html,"47 Nam Kì Khởi Nghĩa Phường 1, Đà Lạt 670000 Việt Nam",Ken Quán,Tỉnh Lâm Đồng,N,,,"Kiểu Thái, Kiểu Việt",N,1000.0,50.0
2494,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d13215112-Reviews-Maple_Coffee-Da_Lat_Lam_Dong_Province.html,"152 Bui Thi Xuan Ward 2, Đà Lạt Việt Nam",Maple Coffee,Tỉnh Lâm Đồng,N,,,Kiểu Việt,N,,
2495,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14982563-Reviews-Phong_Tra_Song_Vy-Da_Lat_Lam_Dong_Province.html,"22 Nguyễn Du Phường 9, Đà Lạt 670000 Việt Nam",Phòng Trà Song Vy,Tỉnh Lâm Đồng,N,,,"Quầy bar, Quán rượu, Quầy rượu vang",N,465116.0,139535.0
2496,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d21179905-Reviews-Bukchon_Korean_Restaurant_Da_Lat-Da_Lat_Lam_Dong_Province.html,"121-123 Bùi Thị Xuân , Phường 2, Đà Lạt 670000 Việt Nam",Bukchon Korean Restaurant Đà Lạt,Tỉnh Lâm Đồng,N,,,"Nhà hàng bán bia, Hải sản, Kiểu Á, Kiểu Hàn Quốc, Cửa hàng thức ăn ngon, Thịt nướng, Quán rượu",N,990000.0,100000.0
2497,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12852674-Reviews-Ca_Phe_Sweet_Garden-Da_Lat_Lam_Dong_Province.html,"16A Nguyen Du, Đà Lạt Việt Nam",Ca Phe Sweet Garden,Tỉnh Lâm Đồng,N,,,"Nhà hàng bít tết, Cà phê, Kiểu Á, Kiểu Việt, Súp",N,65000.0,18000.0
2498,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12826949-Reviews-Coffee_Vape_Da_Lat-Da_Lat_Lam_Dong_Province.html,"28/1 Hải Thượng, Đà Lạt Việt Nam",Coffee Vape Đa Lat,Tỉnh Lâm Đồng,N,,,"Bữa sáng, Bữa trưa, Bữa tối",N,,
2499,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d13276566-Reviews-School_Bus_Coffee-Da_Lat_Lam_Dong_Province.html,"25 Tôn Thất Tùng Phường 8, Đà Lạt Việt Nam",School Bus Coffee,Tỉnh Lâm Đồng,Y,,,Cà phê,N,29000.0,17000.0
2500,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d10037596-Reviews-Pho_Thin_No_1_Restaurant-Da_Lat_Lam_Dong_Province.html,"Số 9, nhà B, Hoàng Văn Thụ, P.4, Đà Lạt Việt Nam",Phở Thìn Số 1,Tỉnh Lâm Đồng,N,,,Kiểu Việt,N,,
2501,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d17376512-Reviews-Hu_Tieu_Muc_Ong_Gia-Da_Lat_Lam_Dong_Province.html,"36 Pasteur Phường 4, Đà Lạt 670000 Việt Nam",Hủ Tiếu Mực Ông Già,Tỉnh Lâm Đồng,N,,,Kiểu Việt,N,,
2502,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d13430598-Reviews-Tiny_s_Farm-Da_Lat_Lam_Dong_Province.html,"5 Quang Trung, Đà Lạt Việt Nam",Tiny's Farm,Tỉnh Lâm Đồng,N,,,"Kiểu Á, Kiểu Việt",N,,
2503,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14985733-Reviews-Son_Cuoc_Quan-Da_Lat_Lam_Dong_Province.html,"8A Trần Phú, Đà Lạt Việt Nam",Sơn Cước Quán,Tỉnh Lâm Đồng,N,,,,N,,
2504,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d19214211-Reviews-Banh_Xeo_Ba_Chi-Da_Lat_Lam_Dong_Province.html,"Lầu 3, 43B Đường 3/ 2, Đà Lạt 670000 Việt Nam",Bánh Xèo Bà Chi,Tỉnh Lâm Đồng,N,,,Kiểu Việt,N,,
2505,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23866973-Reviews-Tui_Mo_To_Garden_Restaurant-Da_Lat_Lam_Dong_Province.html,"Hem 31 Sao Nam, Phuong 11, Da Lat, Đà Lạt Việt Nam",Tui Mo To Garden Restaurant,Tỉnh Lâm Đồng,N,,,"Đồ nướng, Kiểu Á, Kiểu Việt",N,,
2506,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23236783-Reviews-Onetables_Bistro-Da_Lat_Lam_Dong_Province.html,"Hẻm 321 Phan Đình Phùng, Đà Lạt 66109 Việt Nam",Onetables Bistro,Tỉnh Lâm Đồng,Y,,,"Pizza, Quốc tế, Quán bar phục vụ đồ ăn, Nhà hàng bia, Cửa hàng thức ăn ngon",N,2147483647.0,418604640.0
2507,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d19882107-Reviews-Thien_Thanh_Coffee-Da_Lat_Lam_Dong_Province.html,"02 Pasteur Phường 4, Đà Lạt Việt Nam",Cafe Thiên Thanh,Tỉnh Lâm Đồng,N,,,"Cà phê, Kiểu Việt",N,,
2508,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d11668954-Reviews-Nha_Hang_Eros_Ca_Hoi-Da_Lat_Lam_Dong_Province.html,"12 Phan Như Thạch Phường 1, Đà Lạt Việt Nam",Nhà Hàng Eros Cá Hồi,Tỉnh Lâm Đồng,N,,,"Kiểu Âu, Kiểu Việt",N,,
2509,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d21257243-Reviews-Russian_Tales-Da_Lat_Lam_Dong_Province.html,"51 Lý Nam Đế Phường 8, Đà Lạt 670000 Việt Nam",Russian Tales,Tỉnh Lâm Đồng,Y,,,Kiểu Âu,N,2000000.0,50000.0
2510,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d11874321-Reviews-Zalo_Coffee-Da_Lat_Lam_Dong_Province.html,"277A Phan Đình Phùng, Đà Lạt Việt Nam",Zalo Coffee,Tỉnh Lâm Đồng,Y,,,Cà phê,N,22000.0,10000.0
2511,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d22953573-Reviews-Pizza_Vi_t_Pizza_nu_ng_c_i-Da_Lat_Lam_Dong_Province.html,"22 Đ. Phan Chu Trinh, Phường 9, Đà Lạt 670000 Việt Nam",Pizza Việt (Pizza nướng củi),Tỉnh Lâm Đồng,N,,,"Kiểu Ý, Pizza",N,105.0,40.0
2512,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d10396073-Reviews-Hans_Grene_Bread-Da_Lat_Lam_Dong_Province.html,Đà Lạt 670000 Việt Nam,Hans & Grene Bread,Tỉnh Lâm Đồng,N,,,Kiểu Việt,N,20000.0,10000.0
2513,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14097734-Reviews-Nha_Hang_Am_Thuc_Billy-Da_Lat_Lam_Dong_Province.html,"170 Nguyễn Công Trứ, Đà Lạt 670000 Việt Nam",Nhà Hàng Ẩm Thực Billy,Tỉnh Lâm Đồng,N,,,"Kiểu Trung Quốc, Kiểu Á, Kiểu Hàn Quốc, Kiểu Việt",N,500000.0,45000.0
2514,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d11707034-Reviews-Green_Pizza_Da_Lat-Da_Lat_Lam_Dong_Province.html,"42/2 Hai Bà Trưng, Đà Lạt Việt Nam",Green Pizza - Đà Lạt,Tỉnh Lâm Đồng,N,,,"Pizza, Tốt cho sức khỏe",N,139000.0,20000.0
2515,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15035899-Reviews-Nem_Nuong_Lan-Da_Lat_Lam_Dong_Province.html,"27/10 Yersin, Đà Lạt 670000 Việt Nam",Nem Nướng Lan,Tỉnh Lâm Đồng,N,,,"Kiểu Á, Kiểu Việt, Thức ăn đường phố",N,,
2516,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d16754532-Reviews-Banh_Mi_Bo_Bo_Ne_A_Bao-Da_Lat_Lam_Dong_Province.html,"91A Triệu Việt Vương Phường 3, Đà Lạt 670000 Việt Nam",Bánh Mì Bò & Bò Né A Bảo,Tỉnh Lâm Đồng,N,,,Bữa tối,N,,
2517,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d17519236-Reviews-Big_Brother_Coffee-Da_Lat_Lam_Dong_Province.html,"59 Đ. Đào Duy Từ, Phường 3, Đà Lạt 66000 Việt Nam",Big Brother Coffee,Tỉnh Lâm Đồng,N,,,"Kiểu Mỹ, Cà phê, Kiểu Mỹ bản xứ",N,,
2518,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d18114300-Reviews-Nem_Nuong_Ut_Hue-Da_Lat_Lam_Dong_Province.html,"40 Chi Lăng, Đà Lạt 670000 Việt Nam",Nem Nướng Út Huệ,Tỉnh Lâm Đồng,N,,,"Nhà hàng bán bia, Đồ ăn nhanh, Thịt nướng, Quán rượu, Tốt cho sức khỏe, Thức ăn đường phố",N,,
2519,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23993615-Reviews-Banh_U_t_Ga_Co_Lan-Da_Lat_Lam_Dong_Province.html,"64 Hoàng Diệu, Phường 5, Đà Lạt 67000 Việt Nam",Bánh Ướt Gà Cô Lan,Tỉnh Lâm Đồng,N,,,Bản địa,N,,
2520,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d13556928-Reviews-Tri_Ky_Quan-Da_Lat_Lam_Dong_Province.html,"46 Lý Tự Trọng Phường 2, Đà Lạt 650000 Việt Nam",Tri Kỷ Quán,Tỉnh Lâm Đồng,N,,,"Nhà hàng bán bia, Cà phê, Đồ nướng, Thịt nướng, Quán rượu, Thức ăn đường phố",N,300000.0,30000.0
2521,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d19893456-Reviews-Minh_oi_Cuisine-Da_Lat_Lam_Dong_Province.html,"16/5 Hẻm 1 Khởi Nghĩa Bắc Sơn Phường 10, Đà Lạt Việt Nam",Mình ơi Cuisine,Tỉnh Lâm Đồng,Y,,,"Cà phê, Kiểu Âu, Kiểu Á, Món kết hợp",N,230000.0,60000.0
2522,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23852142-Reviews-Sushi_Dalatasia-Da_Lat_Lam_Dong_Province.html,"3/6 La Sơn Phu Tử, Phường 6 Ngã tư giao với đường Ngô quyền và Kim Đồng, Đà Lạt Việt Nam",Sushi Dalatasia,Tỉnh Lâm Đồng,N,,,"Sushi, Kiểu Nhật, Kiểu Á, Món kết hợp, Quán bán trái cây giải khát",N,,
2523,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d21229632-Reviews-Pizza_Ocean-Da_Lat_Lam_Dong_Province.html,"70/ Tháng Mẫu, Đà Lạt Việt Nam",Pizza Ocean,Tỉnh Lâm Đồng,N,,,Kiểu Ý,N,,
2524,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d19841858-Reviews-The_Weekend_Dalat-Da_Lat_Lam_Dong_Province.html,"37B Triệu Việt Vương Phường 3, Đà Lạt 670000 Việt Nam",The Weekend Dalat,Tỉnh Lâm Đồng,N,,,"Hải sản, Đồ ăn nhanh, Đồ nướng, Kiểu Anh, Cửa hàng thức ăn ngon",N,369000.0,49000.0
2525,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d13376723-Reviews-Zallo_Dalat_Restaurant-Da_Lat_Lam_Dong_Province.html,"25 Hùng Vương Phường 10, Đà Lạt Việt Nam",Zallo Dalat Restaurant,Tỉnh Lâm Đồng,N,,,Tốt cho sức khỏe,N,2500000.0,45000.0
2526,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d21165611-Reviews-Isang_Tokbokki_Sarang-Da_Lat_Lam_Dong_Province.html,"Phan Đình Phùng, Phường 2, Đà Lạt 66109 Việt Nam",Isang - Tokbokki Sarang,Tỉnh Lâm Đồng,N,,,"Kiểu Á, Kiểu Hàn Quốc",N,279070.0,69767.0
2527,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d21240769-Reviews-Karma_Dalat_Shisha_House_Lounge-Da_Lat_Lam_Dong_Province.html,"17 Trương Công Định, Đà Lạt 66000 Việt Nam",Karma Dalat - Shisha House & Lounge,Tỉnh Lâm Đồng,N,,,"Quầy bar, Cà phê, Quán rượu, Kiểu Việt, Tốt cho sức khỏe, Catalonia",N,1162791.0,232558.0
2528,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d17412506-Reviews-Lac_Dinh_House-Da_Lat_Lam_Dong_Province.html,"27/1 Le Hong Phong Ward 4, Đà Lạt Việt Nam",Lac Dinh House,Tỉnh Lâm Đồng,N,,,"Bữa sáng, Bữa trưa, Bữa tối",N,,
2529,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d1975969-Reviews-Boss_Coffee-Da_Lat_Lam_Dong_Province.html,"18 Hai Duong, Đà Lạt Việt Nam",Boss Coffee,Tỉnh Lâm Đồng,N,,,Cà phê,N,,
2530,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23170350-Reviews-District_1_World_Beer_Collection-Da_Lat_Lam_Dong_Province.html,"34 Nguyễn Chí Thanh, Phường 1, Đà Lạt 670000 Việt Nam",District 1 - World Beer Collection,Tỉnh Lâm Đồng,Y,,,Nhà hàng bia,N,389000.0,89000.0
2531,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23260778-Reviews-Com_T_m_Th_y-Da_Lat_Lam_Dong_Province.html,"7/10 Hai Thuong Street, Đà Lạt 660000 Việt Nam",Cơm Tấm Thủy,Tỉnh Lâm Đồng,N,,,"Cà phê, Đồ ăn nhanh, Đồ nướng, Cửa hàng thức ăn ngon, Thịt nướng",N,,
2532,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d21152391-Reviews-Quan_H_Nai-Da_Lat_Lam_Dong_Province.html,"59 Hùng Vương, Đà Lạt 610000 Việt Nam",Quán Hố Nai,Tỉnh Lâm Đồng,N,,,Kiểu Việt,N,300000.0,20000.0
2533,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23715894-Reviews-Nha_hang_Cung_H-Da_Lat_Lam_Dong_Province.html,"3 Yersin, Phường 10, Đà Lạt Việt Nam",Nhà hàng Cung Hỷ,Tỉnh Lâm Đồng,N,,,"Cà phê, Hải sản, Kiểu Việt, Kiểu Bữa tối, Thức ăn đường phố",N,,
2534,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23840476-Reviews-M_Th_c_Nam_Anh_Phat-Da_Lat_Lam_Dong_Province.html,"36 Đường Mạc Đĩnh Chi, Phường 4, Đà Lạt 67000 Việt Nam",Ẩm Thực Nam Anh Phát,Tỉnh Lâm Đồng,N,,,"Hải sản, Kiểu Á, Cửa hàng thức ăn ngon, Quán rượu, Kiểu Việt",N,,
2535,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14108867-Reviews-Phuong_Huy_Hotel_Restaurant-Da_Lat_Lam_Dong_Province.html,"125-127 Bùi Thị Xuân, Đà Lạt 670000 Việt Nam",Nhà hàng & Khách sạn Phương Huy,Tỉnh Lâm Đồng,N,,,"Bữa sáng, Bữa trưa, Bữa tối",N,,
2536,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d24020675-Reviews-Cho_Phien_Quan-Da_Lat_Lam_Dong_Province.html,"118 Đường Vạn Hạnh, Phường 8, Đà Lạt 670000 Việt Nam",Chợ Phiên Quán,Tỉnh Lâm Đồng,N,,,Kiểu Á,N,,
2537,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d24056747-Reviews-1_Nha_Cafe-Da_Lat_Lam_Dong_Province.html,"38/25 Trần Phú, Phường 4, Đà Lạt 670000 Việt Nam",1 Nha Cafe,Tỉnh Lâm Đồng,N,,,"Kiểu Á, Kiểu Anh, Bản địa",N,,
2538,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23208730-Reviews-L_U_N_M_YANG_SIN_DA_L_T-Da_Lat_Lam_Dong_Province.html,"20 Đường Pasteur, Phường 4, Đà Lạt Việt Nam",LẨU NẤM YANG SIN ĐÀ LẠT,Tỉnh Lâm Đồng,N,,,"Quầy bar, Đồ nướng, Thịt nướng, Quán rượu, Kiểu Việt, Quán bar phục vụ đồ ăn",N,,
2539,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23825911-Reviews-Da_L_t_Buffet_BBQ-Da_Lat_Lam_Dong_Province.html,"Số 2 Hồ Tùng Mậu, phường 3, Đà Lạt, Đà Lạt Việt Nam",Đà Lạt Buffet BBQ,Tỉnh Lâm Đồng,N,,,"Nhà hàng bán bia, Đồ nướng, Kiểu Á, Kiểu Hàn Quốc, Thịt nướng, Quán rượu",N,,
2540,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23260046-Reviews-Yahe_Cafe-Da_Lat_Lam_Dong_Province.html,"Lâm Văn Thạnh, Đà Lạt 66118 Việt Nam",Yahe Cafe,Tỉnh Lâm Đồng,N,,,"Cà phê, Đồ ăn nhanh, Quán bán trái cây giải khát",N,,
2541,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d12566244-Reviews-Banh_Duc_Nong_Miimosa_Dalat-Da_Lat_Lam_Dong_Province.html,"1 Nguyễn Công Trứ, Đà Lạt Việt Nam",Bánh đúc nóng Miimosa Dalat,Tỉnh Lâm Đồng,N,,,Cửa hàng thức ăn ngon,N,,
2542,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15612098-Reviews-Berry_Valley_Restaurant-Da_Lat_Lam_Dong_Province.html,"158 Thánh Mẫu Phường 7, Đà Lạt 670000 Việt Nam",Berry Valley Restaurant,Tỉnh Lâm Đồng,N,,,Kiểu Bữa tối,N,349.0,79.0
2543,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15521941-Reviews-Bo_Bit_Tet_Sury_Da_Lat-Da_Lat_Lam_Dong_Province.html,"4C Xô Viết Nghệ Tĩnh Phường 2, Đà Lạt 670000 Việt Nam",Bò Bít Tết Sury Đà Lạt,Tỉnh Lâm Đồng,N,,,"Bữa sáng, Bữa trưa, Bữa tối",N,,
2544,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14956254-Reviews-The_Wall_Fresh_Beer_DaLat-Da_Lat_Lam_Dong_Province.html,"268/8 Phan Đình Phùng Phường 2, Đà Lạt 670000 Việt Nam",The Wall - Fresh Beer DaLat,Tỉnh Lâm Đồng,N,,,Kiểu Việt,N,20000.0,6000.0
2545,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d14891746-Reviews-Ga_Ran_Tony-Da_Lat_Lam_Dong_Province.html,"15 Trần Bình Trọng, Đà Lạt 670000 Việt Nam",Gà Rán Tony,Tỉnh Lâm Đồng,N,,,Đồ ăn nhanh,N,,
2546,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d2411162-Reviews-Hong_tra-Da_Lat_Lam_Dong_Province.html,"Nguyen Thai hoc, Đà Lạt Việt Nam",Hong tra,Tỉnh Lâm Đồng,N,,,Kiểu Á,N,,
2547,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d17796138-Reviews-Coffee_Co_Wine_and_Talk-Da_Lat_Lam_Dong_Province.html,"26A Đường 3/4 Phường 3, Đà Lạt 670000 Việt Nam",Coffee Cổ Wine and Talk,Tỉnh Lâm Đồng,N,,,Quầy rượu vang,N,100000.0,40000.0
2548,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15263953-Reviews-Nha_Hang_Van_Thanh-Da_Lat_Lam_Dong_Province.html,"90 Vạn Thành Phường 5, Đà Lạt 670000 Việt Nam",Nhà Hàng Vạn Thành,Tỉnh Lâm Đồng,Y,,,Cửa hàng thức ăn ngon,N,449000.0,249000.0
2549,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d21304750-Reviews-Nha_Hang_Dong_Thao-Da_Lat_Lam_Dong_Province.html,"64 Bùi Thị Xuân, Phường 2, Đà Lạt 670000 Việt Nam",Nhà Hàng Đồng Thảo,Tỉnh Lâm Đồng,N,,,"Kiểu Trung Quốc, Cà phê, Kiểu Việt, Quầy rượu vang, Nhà hàng bia",N,270000.0,35000.0
2550,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d10777991-Reviews-Com_ga_Hoang_Dieu_Restaurant-Da_Lat_Lam_Dong_Province.html,"02 Hoàng Diệu, Phường 5, Đà Lạt 670000 Việt Nam",Quán,Tỉnh Lâm Đồng,N,,,"Kiểu Á, Kiểu Anh, Kiểu Việt, Kiểu Latvia, Kiểu Đông Âu",Y,35000.0,30000.0
2551,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d19523427-Reviews-Xuc_Xich_Anh_Mop-Da_Lat_Lam_Dong_Province.html,"15 Phạm Ngũ Lão, Đà Lạt 670000 Việt Nam",Xúc Xích Anh Mốp,Tỉnh Lâm Đồng,N,,,"Kiểu Đức, Đồ ăn nhanh",N,62000.0,30000.0
2552,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23720586-Reviews-Les_Amant-Da_Lat_Lam_Dong_Province.html,"03 Nguyen Du, Đà Lạt 670000 Việt Nam",Les Amant,Tỉnh Lâm Đồng,N,,,"Kiểu Pháp, Kiểu Mỹ, Kiểu Việt",N,,
2553,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23257499-Reviews-Com_Vu_n_Nha-Da_Lat_Lam_Dong_Province.html,"12 Lane, Hoang Van Thu Street, Đà Lạt 660000 Việt Nam",Cơm Vườn Nhà,Tỉnh Lâm Đồng,N,,,"Quốc tế, Cửa hàng thức ăn ngon, Món kết hợp, Kiểu Việt, Quán bán trái cây giải khát",N,,
2554,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d17558488-Reviews-Thoc_Corner-Da_Lat_Lam_Dong_Province.html,"49/2 Nguyễn Lương Bằng Gần trường mầm non Thiên Ân, Qua Tram y tế phường 2 rẽ phải., Đà Lạt 671769 Việt Nam",Thoc Corner,Tỉnh Lâm Đồng,Y,,,"Đồ ăn nhanh, Cửa hàng thức ăn ngon, Kiểu Việt",N,,
2555,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d15326868-Reviews-Banh_Cuon_Nong_1980s-Da_Lat_Lam_Dong_Province.html,"29 Đoàn Thị Điểm, Đà Lạt 670000 Việt Nam",Bánh Cuốn Nóng 1980s,Tỉnh Lâm Đồng,N,,,Kiểu Việt,N,99000.0,25000.0
2556,https://www.tripadvisor.com.vn/Restaurant_Review-g293922-d23379166-Reviews-M_Am_Dalat_dining_in_the_sound-Da_Lat_Lam_Dong_Province.html,"Đống Đa Số 1 Đống Đa, phường 3, Đà Lạt 66000 Việt Nam",Ẩm Âm - Dalat dining in the sound,Tỉnh Lâm Đồng,N,,,Kiểu Việt,N,300000.0,60000.0
