stt,url,address,name,location,confirmed,rate,votes,rest_type,special_diet,price_max,price_min
1421,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d10205149-Reviews-Mrs_Thu_Restaurant-Hoi_An_Quang_Nam_Province.html,"Chợ Hội An, Hội An Việt Nam",Mrs. Thu Restaurant,Tỉnh Quảng Nam,N,4.5,182,"Kiểu Việt, Kiểu Á",Y,,
1422,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14000507-Reviews-Burger_Craft-Hoi_An_Quang_Nam_Province.html,"639 Hai Bà Trưng Cẩm An, Hội An 560000 Việt Nam",Burger Craft,Tỉnh Quảng Nam,Y,5.0,100,"Kiểu Mỹ, Quán rượu, Kiểu Canada",N,70.0,10.0
1423,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d3400436-Reviews-Hoi_An_Sports_Bar-Hoi_An_Quang_Nam_Province.html,"505 Hai Bà Trưng, Hội An 560000 Việt Nam",Hội An Sports Bar,Tỉnh Quảng Nam,Y,4.5,405,"Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",N,500000.0,50000.0
1424,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1767047-Reviews-Bazar_Cafe_Restaurant-Hoi_An_Quang_Nam_Province.html,"36 Trần Phú Near Central Market, Hội An 00 Việt Nam",Bazar Café & Restaurant,Tỉnh Quảng Nam,Y,4.5,628,"Kiểu Địa Trung Hải, Kiểu Việt, Tốt cho sức khỏe, Quốc tế",Y,279070.0,69767.0
1425,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1486371-Reviews-Dive_Bar_Restaurant-Hoi_An_Quang_Nam_Province.html,"88 Nguyen Thai Hoc str., Hội An 0000 Việt Nam",Dive Bar & Restaurant,Tỉnh Quảng Nam,Y,4.5,434,"Quầy bar, Quán rượu, Quốc tế",Y,186047.0,46512.0
1426,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14108875-Reviews-Everyday_Restaurant_Bakery_Coffee-Hoi_An_Quang_Nam_Province.html,"104 Bạch Đằng, Hội An 560000 Việt Nam",Everyday Restaurant - Bakery - Coffee,Tỉnh Quảng Nam,Y,5.0,94,"Cà phê, Hải sản, Đồ ăn nhanh, Kiểu Âu, Cửa hàng thức ăn ngon, Kiểu Á, Kiểu Việt",Y,325000.0,20000.0
1427,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d3546868-Reviews-Mai_Fish_Hoi_An-Hoi_An_Quang_Nam_Province.html,"45 Nguyễn Thị Minh Khai, Hội An 560000 Việt Nam",Mai Fish Hoi An,Tỉnh Quảng Nam,Y,4.5,702,"Kiểu Á, Kiểu Việt",Y,,
1428,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d7364757-Reviews-Wild_Beach-Hoi_An_Quang_Nam_Province.html,"Lạc Long Quân, Tân Thịnh, Cẩm An, Hội An Việt Nam",Nhà Hàng Wild Beach,Tỉnh Quảng Nam,Y,5.0,91,"Kiểu Việt, Hải sản, Kiểu Á, Món kết hợp",Y,,
1429,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1963424-Reviews-Sao_Mai_morning_star-Hoi_An_Quang_Nam_Province.html,"48 Bach Dang, Hội An Việt Nam",Sao Mai morning star,Tỉnh Quảng Nam,N,4.5,185,"Kiểu Á, Kiểu Việt",Y,,
1430,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1492540-Reviews-La_Plage_Beach_Bar_Hoi_An-Hoi_An_Quang_Nam_Province.html,"Biển An Bàng Trên bãi biển, phía bên phải, nhà hàng cuối cùng, Hội An Việt Nam",La Plage Beach Bar Hội An,Tỉnh Quảng Nam,Y,4.5,392,"Hải sản, Quốc tế, Kiểu Việt",Y,,
1431,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d8107948-Reviews-Pineapple-Hoi_An_Quang_Nam_Province.html,"34 Lê Lợi, Hội An Việt Nam",Thơm,Tỉnh Quảng Nam,Y,4.5,340,"Pizza, Kiểu Việt",Y,2147483647.0,906976768.0
1432,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d2043249-Reviews-White_Sail_Bar_Restaurant-Hoi_An_Quang_Nam_Province.html,"134 Trần Cao Vân Corner Tran Hung Dao, Hội An Việt Nam",Nhà Hàng & Bar White Sail,Tỉnh Quảng Nam,Y,4.5,439,"Kiểu Việt, Kiểu Á",Y,348837.0,46512.0
1433,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15135240-Reviews-The_Noodle_House-Hoi_An_Quang_Nam_Province.html,"13 Bạch Đằng, Hội An 560000 Việt Nam",The Noodle House,Tỉnh Quảng Nam,Y,4.5,150,"Kiểu Việt, Kiểu Á, Súp, Thức ăn đường phố",Y,150000.0,50000.0
1434,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1948746-Reviews-Dong_Au_Restaurant-Hoi_An_Quang_Nam_Province.html,"734 Hai Ba Trung Street, Hội An Việt Nam",Dong Au Restaurant,Tỉnh Quảng Nam,Y,4.5,279,"Kiểu Á, Kiểu Việt",Y,,
1435,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d7110388-Reviews-Mrs_Hay-Hoi_An_Quang_Nam_Province.html,"Nguyen Phuc Chu St, Hội An Việt Nam",Mrs Hay,Tỉnh Quảng Nam,N,5.0,97,"Kiểu Á, Kiểu Việt",Y,,
1436,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12962478-Reviews-Pizza_Oi-Hoi_An_Quang_Nam_Province.html,"639 Hai BA Trung Cam Pho, Hội An 563956 Việt Nam",Pizza Oi,Tỉnh Quảng Nam,Y,4.5,255,"Kiểu Ý, Pizza, Kiểu Âu",Y,,
1437,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d10813043-Reviews-Belleville_restaurant-Hoi_An_Quang_Nam_Province.html,"13 Nguyễn Hoàng, Hội An 560000 Việt Nam",Nhà Hàng Belleville,Tỉnh Quảng Nam,Y,4.5,144,"Kiểu Pháp, Kiểu Việt, Quầy bar, Kiểu Âu, Kiểu Á",Y,465116.0,116279.0
1438,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1122024-Reviews-Cargo_Club_Cafe_Restaurant-Hoi_An_Quang_Nam_Province.html,"107-109 Nguyễn Thái Học, Hội An 560000 Việt Nam",Cargo Club Cafe & Restaurant,Tỉnh Quảng Nam,Y,4.5,6102,"Phúc Kiến, Kiểu Á, Kiểu Việt",Y,,
1439,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1218436-Reviews-Mango_Mango_Hoi_An-Hoi_An_Quang_Nam_Province.html,"45 Nguyen Phuc Chu, Hội An Việt Nam",Mango Mango Hoi An,Tỉnh Quảng Nam,Y,4.0,2480,"Kiểu Á, Kiểu Việt, Tốt cho sức khỏe",Y,,
1440,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12940354-Reviews-River_View_Restaurant-Hoi_An_Quang_Nam_Province.html,"Huyền Trân Công Chúa, Hội An Việt Nam",River View Restaurant,Tỉnh Quảng Nam,Y,4.5,165,Kiểu Việt,Y,186047.0,93023.0
1441,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d2537846-Reviews-Vina_Ngon_Restaurant-Hoi_An_Quang_Nam_Province.html,"399a Cửa Đại, Hội An Việt Nam",Vinangon,Tỉnh Quảng Nam,Y,4.5,399,"Kiểu Á, Kiểu Việt",Y,,
1442,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d2005142-Reviews-Q_Bar_Hoi_An-Hoi_An_Quang_Nam_Province.html,"94 Nguyen Thai Hoc, Hội An Việt Nam",Q Bar Hoi An,Tỉnh Quảng Nam,Y,4.5,433,"Quầy bar, Quầy rượu vang",N,232558.0,69767.0
1443,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d11747185-Reviews-Thanh_Nam_Restaurant-Hoi_An_Quang_Nam_Province.html,"60D Trần Cao Vân, Hội An Việt Nam",Thành Nam Quán,Tỉnh Quảng Nam,Y,5.0,98,"Kiểu Việt, Cửa hàng thức ăn ngon, Thức ăn đường phố",Y,,
1444,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14860768-Reviews-Queen_s_Kitchen-Hoi_An_Quang_Nam_Province.html,"45 Cửa Đại, Hội An 560000 Việt Nam",Queen's Kitchen,Tỉnh Quảng Nam,Y,5.0,77,"Hải sản, Đồ nướng, Kiểu Việt, Món kết hợp",Y,7.0,2.0
1445,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d16657151-Reviews-Min_s_Sushi_and_BBQ-Hoi_An_Quang_Nam_Province.html,"18 Trần Cao Vân Cẩm Phổ, Hội An 560000 Việt Nam",Min’s Sushi and BBQ,Tỉnh Quảng Nam,Y,5.0,89,"Kiểu Nhật, Sushi, Kiểu Á, Đồ nướng",Y,697674.0,232558.0
1446,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14138083-Reviews-Minh_Hien_3_Vegetarian_Restaurant-Hoi_An_Quang_Nam_Province.html,"30 Dinh Tien Hoang St., Hội An 560000 Việt Nam",Minh Hiển 3 Vegetarian,Tỉnh Quảng Nam,Y,5.0,76,"Kiểu Việt, Kiểu Á",Y,399000.0,99000.0
1447,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d4767906-Reviews-Khanh_Hoa_II-Hoi_An_Quang_Nam_Province.html,"84 Ba Trieu Street, Hội An Việt Nam",Khanh Hoa II,Tỉnh Quảng Nam,Y,4.5,176,"Kiểu Việt, Kiểu Á",Y,,
1448,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12049571-Reviews-Joi_I_Tra_Que_Gardens-Hoi_An_Quang_Nam_Province.html,"Trà Quế, Cẩm An, Hội An 560000 Việt Nam",Joi I Tra Que Gardens,Tỉnh Quảng Nam,Y,5.0,75,"Quốc tế, Đương đại, Món kết hợp, Tốt cho sức khỏe",Y,697674.0,116279.0
1449,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12519001-Reviews-Nhat_Da_Vegan-Hoi_An_Quang_Nam_Province.html,"98 Phan Chu Trinh, Hội An Việt Nam",Quán Chay Nhật Đa,Tỉnh Quảng Nam,N,5.0,72,"Kiểu Á, Kiểu Việt",Y,,
1450,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1224671-Reviews-Blue_Dragon_Restaurant-Hoi_An_Quang_Nam_Province.html,"46 Bach Dang St., Hội An Việt Nam",Blue Dragon Restaurant,Tỉnh Quảng Nam,N,4.5,317,Kiểu Việt,Y,,
1451,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d3296193-Reviews-Soul_Kitchen_Beach_Bar_and_Restaurant-Hoi_An_Quang_Nam_Province.html,"Bãi Biển An Bàng, Hội An Việt Nam",Soul Kitchen Beach Bar and Restaurant,Tỉnh Quảng Nam,N,4.0,951,"Quầy bar, Hải sản, Kiểu Á, Kiểu Việt",Y,,
1452,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12338705-Reviews-Tap_Tap_House-Hoi_An_Quang_Nam_Province.html,"3 Phan Châu Trinh, Hội An Việt Nam",Táp - Tap House,Tỉnh Quảng Nam,Y,4.5,143,"Quầy bar, Quốc tế, Quán rượu, Kiểu Việt",Y,232558.0,69767.0
1453,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d10466029-Reviews-Spring_Onion_Restaurant-Hoi_An_Quang_Nam_Province.html,"Tổ 1, Làng Rau Trà Quế Hội An - Quảng Nam, Hội An 560000 Việt Nam",Spring Onion Restaurant,Tỉnh Quảng Nam,Y,5.0,74,"Kiểu Á, Cửa hàng thức ăn ngon, Kiểu Việt, Hải sản",Y,534884.0,279070.0
1454,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1627461-Reviews-Blue_Wave_Restaurant_Cafe-Hoi_An_Quang_Nam_Province.html,"04 Cửa Đại 20m from Cua Dai Public beach, Hội An Việt Nam",Sóng Xanh Restaurant & Cafe,Tỉnh Quảng Nam,Y,4.5,266,"Hải sản, Kiểu Á, Kiểu Việt",Y,232558.0,116279.0
1455,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d801429-Reviews-Before_Now_Restaurant-Hoi_An_Quang_Nam_Province.html,"51 Đường Lê Lợi, Hội An 560000 Việt Nam",Nhà hàng Before & Now,Tỉnh Quảng Nam,Y,4.0,699,"Quầy bar, Cà phê, Kiểu Âu, Kiểu Á, Kiểu Việt, Món kết hợp",Y,279070.0,46512.0
1456,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d19115904-Reviews-Ixora_Cafe_Dining-Hoi_An_Quang_Nam_Province.html,"207 Lạc Long Quân Cẩm An, Hội An 563860 Việt Nam",Ixora Cafe & Dining,Tỉnh Quảng Nam,Y,5.0,54,Kiểu Việt,Y,220000.0,50000.0
1457,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d16851424-Reviews-Ellie_s_Cafe_Hoi_An-Hoi_An_Quang_Nam_Province.html,"11/4 18 Tháng 8, Hội An 560000 Việt Nam",Ellie's Cafe Hoi An,Tỉnh Quảng Nam,Y,5.0,59,"Quốc tế, Cửa hàng thức ăn ngon, Tốt cho sức khỏe, Đương đại",Y,93023.0,46512.0
1458,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d18933422-Reviews-Espresso_Nook_Cafe-Hoi_An_Quang_Nam_Province.html,"186/10 Trần Phú, Hội An 563800 Việt Nam",Espresso Nook Cafe,Tỉnh Quảng Nam,Y,5.0,55,"Nhà hàng bán bia, Cà phê, Đồ ăn nhanh, Thức ăn đường phố, Quán bán trái cây giải khát",Y,180000.0,15000.0
1459,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12342661-Reviews-Soul_Beach_Restaurant_Bar_Live_Music-Hoi_An_Quang_Nam_Province.html,"Cẩm An Bãi Biển An Bàng, Hội An Việt Nam",Nhà Hàng & Bar Nhạc Sống Soul Beach,Tỉnh Quảng Nam,Y,4.5,101,"Quầy bar, Hải sản, Kiểu Âu, Kiểu Á, Kiểu Việt",Y,11627907.0,116279.0
1460,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d17287969-Reviews-Phan_Gia-Hoi_An_Quang_Nam_Province.html,"95 Trần Quang Khải Cẩm Châu, Hội An 560000 Việt Nam",Phan Gia,Tỉnh Quảng Nam,Y,5.0,54,"Quốc tế, Cửa hàng thức ăn ngon, Kiểu Á",Y,300000.0,100000.0
1461,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14125083-Reviews-Hoian_Golden_Kitchen-Hoi_An_Quang_Nam_Province.html,"07 Thoại Ngọc Hầu Cẩm Phô, Hội An 560000 Việt Nam",Hoian Golden Kitchen,Tỉnh Quảng Nam,Y,5.0,96,"Kiểu Việt, Kiểu Á",Y,2000000.0,200.0
1462,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15785383-Reviews-Culantro_Hoi_An-Hoi_An_Quang_Nam_Province.html,"134/3 Nguyễn Thái Học Minh An, Hội An 560000 Việt Nam",Culantro Hội An,Tỉnh Quảng Nam,Y,5.0,74,"Kiểu Á, Kiểu Việt",Y,,
1463,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12357564-Reviews-Na_Huy_Restaurant_Coffee-Hoi_An_Quang_Nam_Province.html,"Nguyễn Phan Vinh Tổ 3, An Tân, Cẩm An, Bãi Biển An Bàng, Hội An 560000 Việt Nam",Na Huy Restaurant & Coffee,Tỉnh Quảng Nam,Y,4.5,95,"Kiểu Việt, Kiểu Á",Y,,
1464,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d13084426-Reviews-Joy_Restaurant-Hoi_An_Quang_Nam_Province.html,"61 Lạc Long Quân Khối Tân Mỹ - Phường Cửa Đại, Hội An 560000 Việt Nam",Joy Restaurant,Tỉnh Quảng Nam,Y,4.5,86,"Hải sản, Kiểu Âu, Kiểu Á, Kiểu Việt, Quầy rượu vang",Y,300000.0,50000.0
1465,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1901488-Reviews-Thuan_Y-Hoi_An_Quang_Nam_Province.html,"94 Bach Dang, Hội An Việt Nam",Thuan Y,Tỉnh Quảng Nam,Y,4.0,585,"Kiểu Á, Kiểu Việt",Y,,
1466,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d2446763-Reviews-Quan_Chay_Dam_Co_Dam-Hoi_An_Quang_Nam_Province.html,"71/20, Phan Chu Trinh St / between Le Loi and Hai Ba Trung, Hội An Việt Nam",Quan Chay Dam - Co Dam,Tỉnh Quảng Nam,Y,4.5,109,"Kiểu Á, Kiểu Việt",Y,,
1467,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1597035-Reviews-Bale_Well-Hoi_An_Quang_Nam_Province.html,"45/11 Tran Hung Dao Street, Hội An 00000 Việt Nam",Bale Well,Tỉnh Quảng Nam,Y,4.0,2314,"Đồ nướng, Kiểu Á, Kiểu Việt, Tốt cho sức khỏe",N,,
1468,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12276487-Reviews-Minh_Hien_2_Vegetarian_Restaurant-Hoi_An_Quang_Nam_Province.html,"30A Đinh Tiên Hoàng st., Hội An 560000 Việt Nam",Minh Hien 2 Vegetarian Restaurant,Tỉnh Quảng Nam,Y,5.0,84,"Kiểu Việt, Kiểu Á",Y,109000.0,39000.0
1469,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d8445712-Reviews-Ca_Go_Wood_Fish_Restaurant-Hoi_An_Quang_Nam_Province.html,"Hai Bà Trưng, Thôn Cẩm An Bãi biển An Bàng, Hội An 560000 Việt Nam",Nhà hàng Cá Gỗ,Tỉnh Quảng Nam,Y,4.5,186,"Đồ ăn nhanh, Kiểu Việt, Kiểu Ý, Pizza, Hải sản, Kiểu Á, Súp",Y,,
1470,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d10220174-Reviews-Bong_Hoi_An_Restaurant_And_Bar-Hoi_An_Quang_Nam_Province.html,"244 Cửa Đại, Hội An 560000 Việt Nam",Bong Hoi An,Tỉnh Quảng Nam,Y,4.5,117,"Nhà hàng bán bia, Kiểu Á, Kiểu Việt, Cửa hàng thức ăn ngon",Y,162791.0,46512.0
1471,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1994933-Reviews-White_Rose_Restaurant-Hoi_An_Quang_Nam_Province.html,"533 Hai Bà Trưng, Hội An Việt Nam",Nhà Hàng Bông Hồng Trắng,Tỉnh Quảng Nam,Y,4.0,435,"Kiểu Á, Kiểu Việt",N,,
1472,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1854763-Reviews-Green_Chili-Hoi_An_Quang_Nam_Province.html,"122 Nguyen Thai Hoc, Hội An Việt Nam",Green Chili,Tỉnh Quảng Nam,Y,4.0,545,"Kiểu Ý, Kiểu Pháp, Kiểu Trung Mỹ, Kiểu Việt",Y,511628.0,116279.0
1473,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12856644-Reviews-Salt_Pub_Restaurant-Hoi_An_Quang_Nam_Province.html,"32 Nguyen Phan Vinh, Tan Thanh Cẩm An, Hội An 563863 Việt Nam",Salt Pub & Restaurant,Tỉnh Quảng Nam,Y,4.5,250,"Quầy bar, Quán rượu, Kiểu Úc",Y,,
1474,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d13355496-Reviews-Morning_Glory_Signature-Hoi_An_Quang_Nam_Province.html,"41 Nguyen Phuc Chu 2f, Hội An 560000 Việt Nam",Morning Glory Signature,Tỉnh Quảng Nam,Y,4.5,226,"Kiểu Việt, Kiểu Á",Y,465116.0,116279.0
1475,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1178105-Reviews-CAVA_Restaurant_WineCafe-Hoi_An_Quang_Nam_Province.html,"Kiet 15/4. Thoai Ngoc Hau Street An Hoi/Cam Pho, Hội An Hoi An Việt Nam",CAVA Restaurant & WineCafe,Tỉnh Quảng Nam,Y,4.5,269,"Hải sản, Kiểu Âu, Kiểu Việt",N,465116.0,116279.0
1476,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d2236916-Reviews-Solo-Hoi_An_Quang_Nam_Province.html,"468 Cua Dai Street, Hội An 84 Việt Nam",Solo,Tỉnh Quảng Nam,Y,4.5,269,"Kiểu Á, Kiểu Việt",Y,,
1477,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d10751142-Reviews-Phuong_Thinh-Hoi_An_Quang_Nam_Province.html,"Cua Dai Beach n.07, Hội An 091403 Việt Nam",Phuong Thinh,Tỉnh Quảng Nam,Y,5.0,77,"Hải sản, Kiểu Việt, Kiểu Á",Y,232558.0,46512.0
1478,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d4972889-Reviews-Ha_Nhi_Restaurant_and_Bar-Hoi_An_Quang_Nam_Province.html,"Dia Chi Tan Thinh., Hội An Việt Nam",Ha Nhi Restaurant and Bar,Tỉnh Quảng Nam,N,4.5,119,"Kiểu Việt, Kiểu Á",Y,,
1479,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14910624-Reviews-Spice_Viet_Restaurant_Hoi_An-Hoi_An_Quang_Nam_Province.html,"187 Lý Thường Kiệt ÊMM Hotel Hoi An, Cẩm Phô, Hội An 560000 Việt Nam",Spice Viet Restaurant (Hoi An),Tỉnh Quảng Nam,Y,4.5,88,"Kiểu Á, Kiểu Việt",Y,255000.0,45000.0
1480,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15849904-Reviews-Tomato_Coffee_Fastfood-Hoi_An_Quang_Nam_Province.html,"225 Cửa Đại, Hội An 560000 Việt Nam",Tomato Coffee & Fastfood,Tỉnh Quảng Nam,N,5.0,60,"Pizza, Cà phê, Quốc tế, Cửa hàng thức ăn ngon, Kiểu Việt, Kiểu Ý, Kiểu Âu",Y,120.0,20.0
1481,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d2459864-Reviews-Tea_Garden_Restaurant-Hoi_An_Quang_Nam_Province.html,"111 Trần Hưng Đạo, Hội An 560000 Việt Nam",Nhà Hàng Tea Garden,Tỉnh Quảng Nam,Y,4.5,215,"Kiểu Á, Kiểu Việt, Quốc tế",Y,,
1482,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d19273774-Reviews-Red_Circle_Restaurant-Hoi_An_Quang_Nam_Province.html,"Đuong ĐX18 Cẩm Thanh, Hội An Việt Nam",Red Circle Restaurant,Tỉnh Quảng Nam,Y,5.0,44,"Quầy bar, Pizza, Cà phê, Kiểu Á, Kiểu Việt",Y,,
1483,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12670131-Reviews-Chez_Cesar-Hoi_An_Quang_Nam_Province.html,"37 Lac Long Quan, Hội An Việt Nam",Chez Cesar,Tỉnh Quảng Nam,N,5.0,80,"Kiểu Pháp, Kiểu Âu",Y,,
1484,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d13355422-Reviews-Vy_s_Kitchen_Deli-Hoi_An_Quang_Nam_Province.html,"41 Nguyen Phuc Chu 1f, Hội An 560000 Việt Nam",Vy's Kitchen & Deli,Tỉnh Quảng Nam,Y,4.5,174,"Kiểu Ý, Hải sản, Kiểu Âu, Kiểu Á, Kiểu Việt",Y,465116.0,93023.0
1485,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1121827-Reviews-Hoi_An_Hai_San_Hoi_An_Seafood-Hoi_An_Quang_Nam_Province.html,"64 Bạch Đằng Phường Minh An, Hội An 560000 Việt Nam",Hoi An Hai San ( Hoi An Seafood ),Tỉnh Quảng Nam,N,4.0,304,"Hải sản, Kiểu Á, Kiểu Việt",Y,465116.0,69767.0
1486,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d18454588-Reviews-Uncle_Dai_s_River_Boat_Bar-Hoi_An_Quang_Nam_Province.html,"1b Nguyễn Phúc Chu Minh An, Hội An 560000 Việt Nam",Uncle Dai's River Boat Bar,Tỉnh Quảng Nam,Y,5.0,47,"Kiểu Tây nam, Hải sản, Đồ ăn nhanh, Kiểu Á, Kiểu Hàn Quốc, Kiểu Việt",N,,
1487,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d3870629-Reviews-SAU_Restaurant-Hoi_An_Quang_Nam_Province.html,"55 Nguyen Phuc St., Hội An Việt Nam",SAU Restaurant,Tỉnh Quảng Nam,N,4.5,174,"Kiểu Á, Kiểu Việt",Y,,
1488,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12664355-Reviews-Juice_House-Hoi_An_Quang_Nam_Province.html,"Cẩm An, Hội An 560000 Việt Nam",Juice House,Tỉnh Quảng Nam,N,4.5,80,Cà phê,Y,65000.0,49000.0
1489,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d17395851-Reviews-Double_Cat_Bar-Hoi_An_Quang_Nam_Province.html,"113A Nguyễn Phan Vinh An Bàng, Hội An 560000 Việt Nam",Double Cat Bar,Tỉnh Quảng Nam,Y,5.0,50,"Quầy bar, Kiểu Nhật, Quốc tế, Kiểu Việt",N,,
1490,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d16725645-Reviews-ROM_Vegetarian_Bistro_Hoi_An-Hoi_An_Quang_Nam_Province.html,"01 Mạc Đĩnh Chi Cẩm Sơn, Hội An 560000 Việt Nam",Nhà Hàng Chay ROM,Tỉnh Quảng Nam,Y,5.0,45,"Kiểu Á, Kiểu Việt, Tốt cho sức khỏe, Đương đại, Nhà hàng bia",Y,232558.0,46512.0
1491,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d3766185-Reviews-OM_Cafe_Restaurant-Hoi_An_Quang_Nam_Province.html,"13 Bạch Đằng, Hội An Việt Nam",OM Cafe & Restaurant,Tỉnh Quảng Nam,Y,4.5,146,"Kiểu Á, Kiểu Việt",Y,,
1492,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d13861647-Reviews-The_Fisherman_Vegan_Restaurant-Hoi_An_Quang_Nam_Province.html,"Beach front, Block 8 An Bang Beach, Hội An Việt Nam",The Fisherman Vegan Restaurant,Tỉnh Quảng Nam,Y,4.5,119,"Quốc tế, Kiểu Địa Trung Hải, Kiểu Việt, Cà phê, Tốt cho sức khỏe",Y,162791.0,46512.0
1493,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12635841-Reviews-Hoi_An_Roastery_Bistro-Hoi_An_Quang_Nam_Province.html,"95 Bạch Đằng Minh An Ward, Hội An 560000 Việt Nam",Hoi An Roastery Bistro,Tỉnh Quảng Nam,Y,4.5,151,"Cà phê, Kiểu Việt",Y,,
1494,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d8580579-Reviews-Hyn_Na_Restaurant-Hoi_An_Quang_Nam_Province.html,"138/2 Trần Phú St. Tran Phu St.,, Hội An 560000 Việt Nam",Nhà hàng Hyn Na,Tỉnh Quảng Nam,Y,4.5,112,"Kiểu Á, Kiểu Việt",Y,186047.0,46512.0
1495,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d9729275-Reviews-Cyclo_s_Road_Cafe-Hoi_An_Quang_Nam_Province.html,"97 Bach Dang, Hội An Việt Nam",Cyclo's Road Cafe,Tỉnh Quảng Nam,Y,4.5,196,"Quầy bar, Kiểu Việt",Y,75.0,15.0
1496,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12842292-Reviews-Hana_Quiet_Beach_Restaurant-Hoi_An_Quang_Nam_Province.html,"Tổ 4 An Bàng - Câm An, Hội An Việt Nam",Hana Quiet Beach Restaurant,Tỉnh Quảng Nam,N,5.0,48,"Quốc tế, Kiểu Âu, Kiểu Việt, Hải sản",Y,140.0,65.0
